,site,quadrat,species,trackID,year_t,type,basalArea_genet,recruit_t,survives_tplus1,age,size_tplus1,nearEdge,Suspect,area_t,area_tplus1,flwr,flwr.pred,glum.pred,flwr.sim,glum.sim,seed.sim
36765,Fry Park,30734,Muhlenbergia montana,MUHMON_2005_5,2007,Cover,0.001394541,0,1,2,0.002908933,TRUE,FALSE,13.94540746,29.08933224,NA,0.826747457,124.0716718,1,172,172
36766,Fry Park,30734,Muhlenbergia montana,MUHMON_2005_5,2009,Cover,0.002908933,0,1,3,0.001196343,TRUE,FALSE,29.08933224,11.96343161,NA,0.842299529,186.12972,1,212,212
36767,Fry Park,30734,Muhlenbergia montana,MUHMON_2005_5,2010,Cover,0.001196343,0,1,4,0.000462408,TRUE,FALSE,11.96343161,4.624078726,NA,0.8233561,114.0108878,1,167,167
36768,Fry Park,30734,Muhlenbergia montana,MUHMON_2005_5,2011,Cover,0.000462408,0,1,5,0.000530282,TRUE,FALSE,4.624078726,5.302819619,NA,0.801159254,67.48520301,1,58,58
36769,Fry Park,30734,Muhlenbergia montana,MUHMON_2005_5,2012,Cover,0.000530282,0,1,6,0.000591602,TRUE,FALSE,5.302819619,5.916022106,NA,0.804482285,72.7815957,1,98,98
36770,Fry Park,30734,Muhlenbergia montana,MUHMON_2005_5,2013,Cover,0.000591602,0,1,7,0.002164482,TRUE,FALSE,5.916022106,21.64481963,NA,0.807106888,77.31033868,1,53,53
36771,Fry Park,30734,Muhlenbergia montana,MUHMON_2005_5,2014,Cover,0.002164482,0,1,8,0.000506934,TRUE,FALSE,21.64481963,5.06934314,NA,0.836187449,158.1230132,0,0,0
36772,Fry Park,30734,Muhlenbergia montana,MUHMON_2005_5,2016,Cover,0.000506934,0,1,9,6.96E-05,TRUE,FALSE,5.06934314,0.695909125,NA,0.803394467,70.99601556,1,112,112
36773,Fry Park,30734,Muhlenbergia montana,MUHMON_2005_5,2018,Cover,6.96E-05,0,0,10,NA,FALSE,FALSE,0.695909125,NA,NA,0.750875278,23.74061191,1,35,35
36774,Fry Park,30734,Muhlenbergia montana,MUHMON_2005_6,2005,Cover,0.001206297,1,1,0,0.001464689,FALSE,FALSE,12.0629666,14.64689457,NA,0.823540726,114.5331902,0,0,0
36775,Fry Park,30734,Muhlenbergia montana,MUHMON_2005_6,2007,Cover,0.001464689,0,1,1,0.001034905,FALSE,FALSE,14.64689457,10.34905092,NA,0.827822279,127.4766622,0,0,0
36776,Fry Park,30734,Muhlenbergia montana,MUHMON_2005_6,2009,Cover,0.001034905,0,1,2,0.000600673,FALSE,FALSE,10.34905092,6.006726416,NA,0.820101394,105.2487863,1,75,75
36777,Fry Park,30734,Muhlenbergia montana,MUHMON_2005_6,2010,Cover,0.000600673,0,1,3,0.000169962,FALSE,FALSE,6.006726416,1.699616567,NA,0.807469707,77.96198908,0,0,0
36778,Fry Park,30734,Muhlenbergia montana,MUHMON_2005_6,2011,Cover,0.000169962,0,0,4,NA,FALSE,FALSE,1.699616567,NA,NA,0.775589935,38.85265636,0,0,0
36779,Fry Park,30734,Muhlenbergia montana,MUHMON_2006_1,2006,Cover,0.000431057,1,0,0,NA,FALSE,FALSE,4.310573103,NA,NA,0.799439485,64.92151596,0,0,0
36780,Fry Park,30734,Muhlenbergia montana,MUHMON_2006_10,2006,Cover,3.12E-06,1,0,0,NA,FALSE,FALSE,0.031221522,NA,NA,0.651924832,4.283650844,1,0,0
36781,Fry Park,30734,Muhlenbergia montana,MUHMON_2006_11,2006,Cover,6.24E-06,1,0,0,NA,FALSE,FALSE,0.06239752,NA,NA,0.675603419,6.276281027,1,12,12
36782,Fry Park,30734,Muhlenbergia montana,MUHMON_2006_12,2006,Cover,3.12E-06,1,0,0,NA,FALSE,FALSE,0.0312215,NA,NA,0.651924807,4.283649159,1,1,1
36783,Fry Park,30734,Muhlenbergia montana,MUHMON_2006_13,2006,Cover,3.11E-06,1,0,0,NA,FALSE,FALSE,0.031087019,NA,NA,0.651774658,4.27346082,1,0,0
36784,Fry Park,30734,Muhlenbergia montana,MUHMON_2006_14,2006,Cover,3.12E-06,1,0,0,NA,FALSE,FALSE,0.0312045,NA,NA,0.651905864,4.282362326,1,1,1
36785,Fry Park,30734,Muhlenbergia montana,MUHMON_2006_15,2006,Cover,3.12E-06,1,0,0,NA,FALSE,FALSE,0.031174985,NA,NA,0.651872949,4.280127374,1,2,2
36786,Fry Park,30734,Muhlenbergia montana,MUHMON_2006_16,2006,Cover,3.12E-06,1,0,0,NA,FALSE,FALSE,0.031197481,NA,NA,0.651898039,4.281830894,1,4,4
36787,Fry Park,30734,Muhlenbergia montana,MUHMON_2006_17,2006,Cover,3.12E-06,1,0,0,NA,FALSE,FALSE,0.031202468,NA,NA,0.651903598,4.282208438,0,0,0
36788,Fry Park,30734,Muhlenbergia montana,MUHMON_2006_2,2006,Cover,0.000346186,1,0,0,NA,FALSE,FALSE,3.461856476,NA,NA,0.793996742,57.52508922,1,45,45
36789,Fry Park,30734,Muhlenbergia montana,MUHMON_2006_3,2006,Cover,0.00103938,1,0,0,NA,TRUE,FALSE,10.39379761,NA,NA,0.820198936,105.4995823,0,0,0
36790,Fry Park,30734,Muhlenbergia montana,MUHMON_2006_4,2006,Cover,0.000321474,1,0,0,NA,FALSE,FALSE,3.214744573,NA,NA,0.792133922,55.22234259,1,33,33
36791,Fry Park,30734,Muhlenbergia montana,MUHMON_2006_5,2006,Cover,0.001124718,1,0,0,NA,TRUE,FALSE,11.24718496,NA,NA,0.821975645,110.1933884,0,0,0
36792,Fry Park,30734,Muhlenbergia montana,MUHMON_2006_6,2006,Cover,0.00043463,1,0,0,NA,FALSE,FALSE,4.346304881,NA,NA,0.799642279,65.21784003,1,49,49
36793,Fry Park,30734,Muhlenbergia montana,MUHMON_2006_7,2006,Cover,0.000652599,1,1,0,0.007314886,TRUE,FALSE,6.525986453,73.14885995,NA,0.809437633,81.61065822,1,83,83
36794,Fry Park,30734,Muhlenbergia montana,MUHMON_2006_7,2007,Cover,0.007314886,0,1,1,0.000889181,TRUE,FALSE,73.14885995,8.891805951,NA,0.860178662,309.5543438,0,0,0
36795,Fry Park,30734,Muhlenbergia montana,MUHMON_2006_7,2009,Cover,0.000889181,0,1,2,0.00238256,FALSE,FALSE,8.891805951,23.82559878,NA,0.816643939,96.79603677,1,154,154
36796,Fry Park,30734,Muhlenbergia montana,MUHMON_2006_7,2010,Cover,0.00238256,0,1,3,0.000699609,TRUE,FALSE,23.82559878,6.996090978,NA,0.838192893,166.722137,1,130,130
36797,Fry Park,30734,Muhlenbergia montana,MUHMON_2006_7,2011,Cover,0.000699609,0,1,4,0.00020976,TRUE,FALSE,6.996090978,2.097603747,NA,0.811076737,84.80311697,1,67,67
36798,Fry Park,30734,Muhlenbergia montana,MUHMON_2006_7,2012,Cover,0.00020976,0,1,5,0.000524594,TRUE,FALSE,2.097603747,5.245943964,NA,0.781152694,43.63412867,1,51,51
36799,Fry Park,30734,Muhlenbergia montana,MUHMON_2006_7,2013,Cover,0.000524594,0,1,6,0.003178354,TRUE,FALSE,5.245943964,31.78354258,NA,0.804222182,72.34992482,0,0,0
36800,Fry Park,30734,Muhlenbergia montana,MUHMON_2006_7,2014,Cover,0.003178354,0,1,7,0.00178413,TRUE,FALSE,31.78354258,17.84129558,NA,0.844094532,195.4505427,1,202,202
36801,Fry Park,30734,Muhlenbergia montana,MUHMON_2006_7,2015,Cover,0.00178413,0,1,8,0.000204328,TRUE,FALSE,17.84129558,2.043280358,NA,0.832089657,142.1335071,1,123,123
36802,Fry Park,30734,Muhlenbergia montana,MUHMON_2006_7,2016,Cover,0.000204328,0,1,9,0.000165858,FALSE,FALSE,2.043280358,1.658582351,NA,0.780464389,43.00708345,1,41,41
36803,Fry Park,30734,Muhlenbergia montana,MUHMON_2006_7,2017,Cover,0.000165858,0,1,10,5.71E-05,FALSE,FALSE,1.658582351,0.570952312,NA,0.774937288,38.33235975,0,0,0
36804,Fry Park,30734,Muhlenbergia montana,MUHMON_2006_7,2018,Cover,5.71E-05,0,1,11,0.000184143,FALSE,FALSE,0.570952312,1.841429956,NA,0.745157749,21.28512216,1,5,5
36805,Fry Park,30734,Muhlenbergia montana,MUHMON_2006_7,2019,Cover,0.000184143,0,1,12,7.18E-05,TRUE,FALSE,1.841429956,0.718244973,NA,0.777720593,40.60882869,1,46,46
36806,Fry Park,30734,Muhlenbergia montana,MUHMON_2006_7,2020,Cover,7.18E-05,0,NA,13,NA,TRUE,FALSE,0.718244973,NA,NA,0.751779953,24.15797763,1,37,37
36807,Fry Park,30734,Muhlenbergia montana,MUHMON_2006_8,2006,Cover,3.12E-06,1,0,0,NA,FALSE,FALSE,0.031183487,NA,NA,0.651882434,4.28077128,1,0,0
36808,Fry Park,30734,Muhlenbergia montana,MUHMON_2006_9,2006,Cover,3.13E-06,1,0,0,NA,FALSE,FALSE,0.031257501,NA,NA,0.651964888,4.28637327,1,0,0
36809,Fry Park,30734,Muhlenbergia montana,MUHMON_2007_1,2007,Cover,0.00062423,1,0,0,NA,FALSE,FALSE,6.242297991,NA,NA,0.808384677,79.63410866,0,0,0
36810,Fry Park,30734,Muhlenbergia montana,MUHMON_2007_10,2007,Cover,0.00108109,1,0,0,NA,FALSE,FALSE,10.81090391,NA,NA,0.821086577,107.8145041,1,84,84
36811,Fry Park,30734,Muhlenbergia montana,MUHMON_2007_2,2007,Cover,0.001228828,1,1,0,0.003920976,FALSE,FALSE,12.28828068,39.20976014,NA,0.823952543,115.70842,1,94,94
36812,Fry Park,30734,Muhlenbergia montana,MUHMON_2007_2,2009,Cover,0.003920976,0,1,1,0.001255181,FALSE,FALSE,39.20976014,12.55180551,NA,0.848283129,219.4536649,1,193,193
36813,Fry Park,30734,Muhlenbergia montana,MUHMON_2007_2,2010,Cover,0.001255181,0,1,2,0.000236134,FALSE,FALSE,12.55180551,2.361342098,NA,0.824423795,117.0707652,1,158,158
36814,Fry Park,30734,Muhlenbergia montana,MUHMON_2007_2,2011,Cover,0.000236134,0,0,3,NA,FALSE,FALSE,2.361342098,NA,NA,0.784240124,46.58012545,0,0,0
36815,Fry Park,30734,Muhlenbergia montana,MUHMON_2007_3,2007,Cover,0.000716558,1,0,0,NA,FALSE,FALSE,7.165582078,NA,NA,0.811638301,85.93038906,0,0,0
36816,Fry Park,30734,Muhlenbergia montana,MUHMON_2007_4,2007,Cover,0.005674456,1,1,0,0.001835445,FALSE,FALSE,56.74456415,18.35445483,NA,0.85543157,269.0910023,1,355,355
36817,Fry Park,30734,Muhlenbergia montana,MUHMON_2007_4,2009,Cover,0.001835445,0,1,1,0.001142468,FALSE,FALSE,18.35445483,11.42467779,NA,0.832696028,144.3743666,1,160,160
36818,Fry Park,30734,Muhlenbergia montana,MUHMON_2007_4,2010,Cover,0.001142468,0,0,2,NA,FALSE,FALSE,11.42467779,NA,NA,0.822326558,111.1493231,0,0,0
36819,Fry Park,30734,Muhlenbergia montana,MUHMON_2007_5,2007,Cover,0.001375664,1,0,0,NA,FALSE,FALSE,13.75664456,NA,NA,0.826448055,123.1423936,1,104,104
36820,Fry Park,30734,Muhlenbergia montana,MUHMON_2007_6,2007,Cover,0.000724616,1,0,0,NA,FALSE,FALSE,7.246164615,NA,NA,0.811900207,86.46214107,1,86,86
36821,Fry Park,30734,Muhlenbergia montana,MUHMON_2007_7,2007,Cover,0.007134245,1,1,0,0.001958582,FALSE,FALSE,71.3424461,19.58581602,NA,0.859717075,305.313655,0,0,0
36822,Fry Park,30734,Muhlenbergia montana,MUHMON_2007_7,2009,Cover,0.001958582,0,1,1,0.000938635,FALSE,FALSE,19.58581602,9.386353519,NA,0.834077957,149.6396583,0,0,0
36823,Fry Park,30734,Muhlenbergia montana,MUHMON_2007_7,2010,Cover,0.000938635,0,1,2,0.000170252,FALSE,FALSE,9.386353519,1.702521502,NA,0.817882913,99.72984924,1,95,95
36824,Fry Park,30734,Muhlenbergia montana,MUHMON_2007_7,2011,Cover,0.000170252,0,0,3,NA,FALSE,FALSE,1.702521502,NA,NA,0.775635489,38.88927508,1,22,22
36825,Fry Park,30734,Muhlenbergia montana,MUHMON_2007_8,2007,Cover,0.00094653,1,1,0,0.000940792,FALSE,FALSE,9.4653006,9.407916775,NA,0.818074052,100.1917102,1,84,84
36826,Fry Park,30734,Muhlenbergia montana,MUHMON_2007_8,2009,Cover,0.000940792,0,1,1,0.000309034,FALSE,FALSE,9.407916775,3.090341006,NA,0.817935295,99.85617221,1,84,84
36827,Fry Park,30734,Muhlenbergia montana,MUHMON_2007_8,2011,Cover,0.000309034,0,1,2,0.000210814,FALSE,FALSE,3.090341006,2.108136584,NA,0.791136126,54.03305417,1,55,55
36828,Fry Park,30734,Muhlenbergia montana,MUHMON_2007_8,2012,Cover,0.000210814,0,1,3,0.000903545,FALSE,FALSE,2.108136584,9.035453789,NA,0.781283908,43.75486098,1,53,53
36829,Fry Park,30734,Muhlenbergia montana,MUHMON_2007_8,2013,Cover,0.000903545,0,1,4,0.00128592,FALSE,FALSE,9.035453789,12.85920024,NA,0.817011458,97.65557744,1,113,113
36830,Fry Park,30734,Muhlenbergia montana,MUHMON_2007_8,2014,Cover,0.00128592,0,1,5,0.001718796,FALSE,FALSE,12.85920024,17.18795864,NA,0.824959942,118.6438022,1,128,128
36831,Fry Park,30734,Muhlenbergia montana,MUHMON_2007_8,2015,Cover,0.001718796,0,1,6,0.000458224,FALSE,FALSE,17.18795864,4.582241006,NA,0.831289228,139.2382635,1,173,173
36832,Fry Park,30734,Muhlenbergia montana,MUHMON_2007_8,2016,Cover,0.000458224,0,1,7,0.000735518,FALSE,FALSE,4.582241006,7.355181071,NA,0.800937237,67.14768385,1,48,48
36833,Fry Park,30734,Muhlenbergia montana,MUHMON_2007_8,2017,Cover,0.000735518,0,0,8,NA,FALSE,FALSE,7.355181071,NA,NA,0.812249494,87.17732288,1,49,49
36834,Fry Park,30734,Muhlenbergia montana,MUHMON_2007_9,2007,Cover,0.000998251,1,0,0,NA,FALSE,FALSE,9.982508818,NA,NA,0.819284514,103.1757922,1,109,109
36835,Fry Park,30734,Muhlenbergia montana,MUHMON_2009_1,2009,Cover,0.000203296,1,1,0,0.000830375,FALSE,FALSE,2.032958567,8.303754828,NA,0.780331361,42.88709953,0,0,0
36836,Fry Park,30734,Muhlenbergia montana,MUHMON_2009_1,2010,Cover,0.000830375,0,1,1,0.000261001,FALSE,FALSE,8.303754828,2.610008802,NA,0.815068393,93.21054729,0,0,0
36837,Fry Park,30734,Muhlenbergia montana,MUHMON_2009_1,2011,Cover,0.000261001,0,0,2,NA,FALSE,FALSE,2.610008802,NA,NA,0.786825485,49.22526508,1,26,26
36838,Fry Park,30734,Muhlenbergia montana,MUHMON_2009_10,2009,Cover,0.001371905,1,1,0,0.000736286,FALSE,FALSE,13.71904582,7.36285547,NA,0.826387879,122.956614,1,157,157
36839,Fry Park,30734,Muhlenbergia montana,MUHMON_2009_10,2010,Cover,0.000736286,0,1,1,0.002487329,FALSE,FALSE,7.36285547,24.8732894,NA,0.812273869,87.22748966,0,0,0
36840,Fry Park,30734,Muhlenbergia montana,MUHMON_2009_10,2011,Cover,0.002487329,0,1,2,0.000584604,FALSE,FALSE,24.8732894,5.846040131,NA,0.839085474,170.7274155,1,156,156
36841,Fry Park,30734,Muhlenbergia montana,MUHMON_2009_10,2012,Cover,0.000584604,0,1,3,0.002593829,FALSE,FALSE,5.846040131,25.93829481,NA,0.806822773,76.80449775,1,92,92
36842,Fry Park,30734,Muhlenbergia montana,MUHMON_2009_10,2013,Cover,0.002593829,0,1,4,0.0062132,FALSE,FALSE,25.93829481,62.13200417,NA,0.839951242,174.7220876,1,161,161
36843,Fry Park,30734,Muhlenbergia montana,MUHMON_2009_10,2014,Cover,0.0062132,0,1,5,0.005539342,FALSE,FALSE,62.13200417,55.39341962,NA,0.857142331,282.8975955,0,0,0
36844,Fry Park,30734,Muhlenbergia montana,MUHMON_2009_10,2015,Cover,0.005539342,0,1,6,0.002221768,FALSE,FALSE,55.39341962,22.21767811,NA,0.854974173,265.5373178,1,301,301
36845,Fry Park,30734,Muhlenbergia montana,MUHMON_2009_10,2017,Cover,0.002221768,0,1,7,0.000100959,FALSE,TRUE,22.21767811,1.009585494,NA,0.836735144,160.4181042,1,160,160
36846,Fry Park,30734,Muhlenbergia montana,MUHMON_2009_10,2018,Cover,0.000100959,0,1,8,0.000499611,FALSE,FALSE,1.009585494,4.996105658,NA,0.761389937,29.14964476,1,25,25
36847,Fry Park,30734,Muhlenbergia montana,MUHMON_2009_10,2019,Cover,0.000499611,0,1,9,0.000186902,FALSE,FALSE,4.996105658,1.86901606,NA,0.803041917,70.42834932,1,61,61
36848,Fry Park,30734,Muhlenbergia montana,MUHMON_2009_10,2020,Cover,0.000186902,0,NA,10,NA,FALSE,FALSE,1.86901606,NA,NA,0.778114338,40.94330733,1,41,41
36849,Fry Park,30734,Muhlenbergia montana,MUHMON_2009_11,2009,Cover,0.000698469,1,0,0,NA,FALSE,FALSE,6.984694295,NA,NA,0.811038444,84.72688156,1,91,91
36850,Fry Park,30734,Muhlenbergia montana,MUHMON_2009_12,2009,Cover,0.001596089,1,1,0,0.001428934,FALSE,FALSE,15.96089374,14.28934295,NA,0.829691074,133.6637487,1,117,117
36851,Fry Park,30734,Muhlenbergia montana,MUHMON_2009_12,2010,Cover,0.001428934,0,1,1,0.000758337,FALSE,FALSE,14.28934295,7.583369034,NA,0.827281691,125.7504843,1,117,117
36852,Fry Park,30734,Muhlenbergia montana,MUHMON_2009_12,2011,Cover,0.000758337,0,1,2,0.00027642,FALSE,FALSE,7.583369034,2.764198369,NA,0.81296259,88.65908957,1,51,51
36853,Fry Park,30734,Muhlenbergia montana,MUHMON_2009_12,2012,Cover,0.00027642,0,1,3,0.000544498,FALSE,FALSE,2.764198369,5.444984206,NA,0.788297359,50.80882598,1,43,43
36854,Fry Park,30734,Muhlenbergia montana,MUHMON_2009_12,2013,Cover,0.000544498,0,1,4,0.000560273,FALSE,FALSE,5.444984206,5.602733505,NA,0.805119311,73.85159833,0,0,0
36855,Fry Park,30734,Muhlenbergia montana,MUHMON_2009_12,2015,Cover,0.000560273,0,1,5,0.000161068,FALSE,FALSE,5.602733505,1.610677821,NA,0.805805222,75.02434215,1,81,81
36856,Fry Park,30734,Muhlenbergia montana,MUHMON_2009_12,2016,Cover,0.000161068,0,0,6,NA,FALSE,FALSE,1.610677821,NA,NA,0.77415285,37.71759225,1,72,72
36857,Fry Park,30734,Muhlenbergia montana,MUHMON_2009_13,2009,Cover,0.000325344,1,1,0,0.000618582,FALSE,FALSE,3.253443961,6.185820563,NA,0.792435758,55.58807957,1,27,27
36858,Fry Park,30734,Muhlenbergia montana,MUHMON_2009_13,2010,Cover,0.000618582,0,1,1,0.000126292,FALSE,FALSE,6.185820563,1.262924183,NA,0.808168803,79.23583958,1,89,89
36859,Fry Park,30734,Muhlenbergia montana,MUHMON_2009_13,2011,Cover,0.000126292,0,1,2,0.000268336,FALSE,FALSE,1.262924183,2.683363377,NA,0.767568315,32.9816556,0,0,0
36860,Fry Park,30734,Muhlenbergia montana,MUHMON_2009_13,2012,Cover,0.000268336,0,1,3,0.000518488,FALSE,FALSE,2.683363377,5.184877409,NA,0.787537192,49.9837175,1,45,45
36861,Fry Park,30734,Muhlenbergia montana,MUHMON_2009_13,2013,Cover,0.000518488,0,1,4,0.005485219,FALSE,FALSE,5.184877409,54.85219199,NA,0.803939459,71.88410353,1,47,47
36862,Fry Park,30734,Muhlenbergia montana,MUHMON_2009_13,2014,Cover,0.005485219,0,1,5,0.004631525,FALSE,FALSE,54.85219199,46.31524734,NA,0.854787472,264.1029342,1,291,291
36863,Fry Park,30734,Muhlenbergia montana,MUHMON_2009_13,2015,Cover,0.004631525,0,1,6,0.001290876,FALSE,FALSE,46.31524734,12.90875586,NA,0.851539281,240.5711462,0,0,0
36864,Fry Park,30734,Muhlenbergia montana,MUHMON_2009_13,2016,Cover,0.001290876,0,1,7,0.001412462,FALSE,FALSE,12.90875586,14.12461628,NA,0.825045055,118.8958093,1,115,115
36865,Fry Park,30734,Muhlenbergia montana,MUHMON_2009_13,2017,Cover,0.001412462,0,1,8,0.002226677,FALSE,FALSE,14.12461628,22.26676628,NA,0.827027608,124.9487107,1,60,60
36866,Fry Park,30734,Muhlenbergia montana,MUHMON_2009_13,2018,Cover,0.002226677,0,1,9,0.000526793,FALSE,FALSE,22.26676628,5.26793479,NA,0.83678135,160.613529,1,174,174
36867,Fry Park,30734,Muhlenbergia montana,MUHMON_2009_13,2019,Cover,0.000526793,0,1,10,0.000295827,FALSE,FALSE,5.26793479,2.958271485,NA,0.804323114,72.51707687,1,75,75
36868,Fry Park,30734,Muhlenbergia montana,MUHMON_2009_13,2020,Cover,0.000295827,0,NA,11,NA,FALSE,FALSE,2.958271485,NA,NA,0.790027793,52.74673965,1,44,44
36869,Fry Park,30734,Muhlenbergia montana,MUHMON_2009_14,2009,Cover,0.003109654,1,1,0,0.001827901,TRUE,FALSE,31.09653642,18.2790088,NA,0.843653254,193.1085803,1,207,207
36870,Fry Park,30734,Muhlenbergia montana,MUHMON_2009_14,2010,Cover,0.001827901,0,1,1,0.000181366,TRUE,TRUE,18.2790088,1.813660405,NA,0.832608058,144.0466873,1,142,142
36871,Fry Park,30734,Muhlenbergia montana,MUHMON_2009_14,2011,Cover,0.000181366,0,1,2,0.000328555,FALSE,FALSE,1.813660405,3.28554599,NA,0.777317712,40.26984889,1,51,51
36872,Fry Park,30734,Muhlenbergia montana,MUHMON_2009_14,2012,Cover,0.000328555,0,1,3,0.003489281,TRUE,FALSE,3.28554599,34.89280861,NA,0.792683184,55.88998916,1,21,21
36873,Fry Park,30734,Muhlenbergia montana,MUHMON_2009_14,2013,Cover,0.003489281,0,1,4,0.004109013,TRUE,FALSE,34.89280861,41.09013186,NA,0.845967836,205.7771915,1,182,182
36874,Fry Park,30734,Muhlenbergia montana,MUHMON_2009_14,2014,Cover,0.004109013,0,1,5,0.006768753,TRUE,FALSE,41.09013186,67.6875337,NA,0.849204832,225.1983668,0,0,0
36875,Fry Park,30734,Muhlenbergia montana,MUHMON_2009_14,2015,Cover,0.006768753,0,1,6,0.000393096,TRUE,TRUE,67.6875337,3.930958054,NA,0.858742125,296.5834664,1,278,278
36876,Fry Park,30734,Muhlenbergia montana,MUHMON_2009_14,2016,Cover,0.000393096,0,1,7,0.00016656,TRUE,FALSE,3.930958054,1.665604038,NA,0.797164374,61.70245998,1,58,58
36877,Fry Park,30734,Muhlenbergia montana,MUHMON_2009_14,2017,Cover,0.00016656,0,1,8,0.001157689,FALSE,FALSE,1.665604038,11.57689338,NA,0.775050201,38.42179767,1,55,55
36878,Fry Park,30734,Muhlenbergia montana,MUHMON_2009_14,2018,Cover,0.001157689,0,1,9,0.000830334,TRUE,FALSE,11.57689338,8.303336592,NA,0.822622758,111.9638294,1,64,64
36879,Fry Park,30734,Muhlenbergia montana,MUHMON_2009_14,2019,Cover,0.000830334,0,1,10,0.000377713,TRUE,FALSE,8.303336592,3.777125168,NA,0.815067229,93.20795741,1,64,64
36880,Fry Park,30734,Muhlenbergia montana,MUHMON_2009_14,2020,Cover,0.000377713,0,NA,11,NA,TRUE,FALSE,3.777125168,NA,NA,0.796173232,60.35851045,0,0,0
36881,Fry Park,30734,Muhlenbergia montana,MUHMON_2009_15,2009,Cover,3.11E-06,1,0,0,NA,TRUE,FALSE,0.031106997,NA,NA,0.651797007,4.274975595,0,0,0
36882,Fry Park,30734,Muhlenbergia montana,MUHMON_2009_16,2009,Cover,3.12E-06,1,0,0,NA,FALSE,FALSE,0.031200005,NA,NA,0.651900853,4.282022,1,0,0
36883,Fry Park,30734,Muhlenbergia montana,MUHMON_2009_2,2009,Cover,0.000132635,1,1,0,0.00047929,FALSE,FALSE,1.326347879,4.792901915,NA,0.768905507,33.88532429,1,25,25
36884,Fry Park,30734,Muhlenbergia montana,MUHMON_2009_2,2011,Cover,0.00047929,0,1,1,0.000618646,FALSE,FALSE,4.792901915,6.186456819,NA,0.802033364,68.8334558,0,0,0
36885,Fry Park,30734,Muhlenbergia montana,MUHMON_2009_2,2012,Cover,0.000618646,0,0,2,NA,FALSE,FALSE,6.186456819,NA,NA,0.808171247,79.24033541,1,46,46
36886,Fry Park,30734,Muhlenbergia montana,MUHMON_2009_3,2009,Cover,0.000251559,1,1,0,0.000255041,FALSE,FALSE,2.515591286,2.550414296,NA,0.785876699,48.23481628,0,0,0
36887,Fry Park,30734,Muhlenbergia montana,MUHMON_2009_3,2010,Cover,0.000255041,0,0,1,NA,FALSE,FALSE,2.550414296,NA,NA,0.786231071,48.60202183,1,29,29
36888,Fry Park,30734,Muhlenbergia montana,MUHMON_2009_4,2009,Cover,0.000369789,1,0,0,NA,FALSE,FALSE,3.697887012,NA,NA,0.795645371,59.65667836,1,42,42
36889,Fry Park,30734,Muhlenbergia montana,MUHMON_2009_5,2009,Cover,0.000476541,1,1,0,0.000509806,TRUE,FALSE,4.765411246,5.098056176,NA,0.801893341,68.61537915,1,97,97
36890,Fry Park,30734,Muhlenbergia montana,MUHMON_2009_5,2010,Cover,0.000509806,0,0,1,NA,TRUE,FALSE,5.098056176,NA,NA,0.803531169,71.21756689,0,0,0
36891,Fry Park,30734,Muhlenbergia montana,MUHMON_2009_6,2009,Cover,0.000320672,1,0,0,NA,TRUE,FALSE,3.206716022,NA,NA,0.792070808,55.14622025,1,76,76
36892,Fry Park,30734,Muhlenbergia montana,MUHMON_2009_7,2009,Cover,0.00186928,1,1,0,0.001341593,FALSE,FALSE,18.69279773,13.41593185,NA,0.833085697,145.8364978,1,123,123
36893,Fry Park,30734,Muhlenbergia montana,MUHMON_2009_7,2010,Cover,0.001341593,0,1,1,0.000209683,FALSE,FALSE,13.41593185,2.096829366,NA,0.825896023,121.4504715,1,96,96
36894,Fry Park,30734,Muhlenbergia montana,MUHMON_2009_7,2011,Cover,0.000209683,0,1,2,0.000418628,FALSE,FALSE,2.096829366,4.186282368,NA,0.781143019,43.62524165,0,0,0
36895,Fry Park,30734,Muhlenbergia montana,MUHMON_2009_7,2012,Cover,0.000418628,0,1,3,0.00189589,FALSE,FALSE,4.186282368,18.95889533,NA,0.798719506,63.88209054,1,67,67
36896,Fry Park,30734,Muhlenbergia montana,MUHMON_2009_7,2013,Cover,0.00189589,0,1,4,0.007222934,FALSE,FALSE,18.95889533,72.22934312,NA,0.83338674,146.978107,0,0,0
36897,Fry Park,30734,Muhlenbergia montana,MUHMON_2009_7,2014,Cover,0.007222934,0,1,5,0.006125676,FALSE,FALSE,72.22934312,61.25675856,NA,0.859945302,307.4016521,1,286,286
36898,Fry Park,30734,Muhlenbergia montana,MUHMON_2009_7,2015,Cover,0.006125676,0,1,6,0.002012237,FALSE,FALSE,61.25675856,20.12237103,NA,0.85687586,280.6922037,1,224,224
36899,Fry Park,30734,Muhlenbergia montana,MUHMON_2009_7,2016,Cover,0.002012237,0,1,7,0.004521,FALSE,FALSE,20.12237103,45.21000328,NA,0.834650442,151.8873776,1,138,138
36900,Fry Park,30734,Muhlenbergia montana,MUHMON_2009_7,2017,Cover,0.004521,0,1,8,0.001414805,FALSE,FALSE,45.21000328,14.14805092,NA,0.851070668,237.3870579,1,233,233
36901,Fry Park,30734,Muhlenbergia montana,MUHMON_2009_7,2018,Cover,0.001414805,0,1,9,0.001333892,FALSE,FALSE,14.14805092,13.33891885,NA,0.827063953,125.0630289,1,90,90
36902,Fry Park,30734,Muhlenbergia montana,MUHMON_2009_7,2019,Cover,0.001333892,0,1,10,0.000169006,FALSE,FALSE,13.33891885,1.690057665,NA,0.825769107,121.0653784,1,87,87
